filename,path,extension,size_bytes,source_type,mod_time_unix,source_user
settings.json,C:\Users\frivera\Documents\GitHub,.json,2378,secret_injection,1707268509,dev_injector
client_secret.json,C:\Users\butlerpeter\Dev\SoftUniProject,.json,2383,secret_injection,1704316680,dev_injector
wp-config.php,C:\Users\jbennett\Dev\react-a11y,.php,2156,secret_injection,1696755963,dev_injector
firebase.json,C:\Users\lbaker\Desktop\Coding,.json,3236,secret_injection,1732162697,dev_injector
settings.json,C:\Work\Projects\icu4r\ext,.json,3149,secret_injection,1730478300,dev_injector
database.json,C:\Users\tharrison\AppData\Local,.json,3284,secret_injection,1714667019,dev_injector
secrets.py,C:\Users\azure_agent\Downloads\ArkCORE-4.3.4-master,.py,2872,secret_injection,1708885895,dev_injector
firebase.json,C:\Users\meganmcdonald\source\repos,.json,2623,secret_injection,1695253978,dev_injector
config.py,C:\Users\cloud_user\Dev\commandergenius,.py,2369,secret_injection,1696083082,dev_injector
kubeconfig.yaml,C:\Users\johnhuff\Desktop\Coding\config,.yaml,315,secret_injection,1732129151,dev_injector
.env.example,C:\Users\michael71\source\repos\config,.example,2261,secret_injection,1720629505,dev_injector
credentials.json,C:\Users\gibbsandrew\source\repos,.json,3589,secret_injection,1734662844,dev_injector
.env.local,C:\Users\stacy79\Documents\GitHub,.local,2427,secret_injection,1693536032,dev_injector
local_settings.py,C:\Work\Projects\RFTools\src\config,.py,3870,secret_injection,1726305535,dev_injector
secrets.js,C:\Work\Projects\userjoy\apps,.js,3892,secret_injection,1700894140,dev_injector
firebase.json,C:\Users\michaelmcmillan\Dev\calcite,.json,498,secret_injection,1707546368,dev_injector
web.config,C:\Users\nhebert\AppData\Local,.config,2245,secret_injection,1693710228,dev_injector
web.config,C:\Apps\Production\google-cloud-dotnet\apis,.config,463,secret_injection,1702081093,dev_injector
.env.local,C:\Users\jgomez\Dev\test-npm-module,.local,3401,secret_injection,1723948400,dev_injector
database.yml,C:\Work\Projects\jdk8u\test,.yml,483,secret_injection,1723545146,dev_injector
secrets.py,C:\Users\admin\Desktop\Scripts\config,.py,1745,secret_injection,1720892472,dev_injector
web.config,C:\Work\Projects\easy-mangos\dep,.config,708,secret_injection,1706272670,dev_injector
hibernate.cfg.xml,C:\Users\nelsonmichael\Downloads\SoundCloudChallenge-master,.xml,731,secret_injection,1693938806,dev_injector
local_settings.py,\\wsl$\Ubuntu\home\runner\auth-service,.py,2248,secret_injection,1735545912,dev_injector
credentials.json,C:\Users\ashley31\Downloads\pimcore-master,.json,2117,secret_injection,1713746694,dev_injector
database.php,C:\inetpub\wwwroot\CrossoverProb\src,.php,2567,secret_injection,1695170553,dev_injector
.env.example,C:\Users\rosalesbrittany\Dev\elasticsearch,.example,1426,secret_injection,1691172668,dev_injector
nuget.config,C:\Users\michael71\AppData\Local,.config,1667,secret_injection,1733460855,dev_injector
database.yml,C:\Work\Projects\wsjob\src,.yml,844,secret_injection,1704837455,dev_injector
secrets.js,C:\Users\justin83\source\repos,.js,1020,secret_injection,1731189377,dev_injector
web.config,C:\Users\samantha25\AppData\Local,.config,2739,secret_injection,1692297562,dev_injector
nuget.config,C:\Users\fuenteskaren\Documents\GitHub\config,.config,3242,secret_injection,1690102503,dev_injector
settings.py,C:\Users\nhart\AppData\Local,.py,2188,secret_injection,1698760271,dev_injector
secrets.py,C:\Users\ryanroberson\Desktop\Coding,.py,3952,secret_injection,1703526828,dev_injector
settings.json,C:\Users\ramseybenjamin\Documents\GitHub,.json,3225,secret_injection,1703026913,dev_injector
database.json,C:\Users\butlerpeter\AppData\Local,.json,3259,secret_injection,1711635009,dev_injector
wp-config.php,C:\Users\jbennett\AppData\Local,.php,1981,secret_injection,1735650116,dev_injector
database.json,C:\Users\whitenicholas\AppData\Local,.json,2149,secret_injection,1692873655,dev_injector
.env.production,C:\Work\Projects\resource-api\documentation,.production,1269,secret_injection,1715575024,dev_injector
database.php,C:\Users\denise23\AppData\Local,.php,1494,secret_injection,1704695239,dev_injector
.env.local,\\wsl$\Debian\home\admin\core,.local,3289,secret_injection,1724517667,dev_injector
.env.local,C:\Users\kevin41\Desktop\Coding,.local,3727,secret_injection,1699169864,dev_injector
client_secret.json,C:\Work\Projects\docker-archlinuxarm\daemon\config,.json,3307,secret_injection,1712374629,dev_injector
nuget.config,\\wsl$\Ubuntu\home\runner\core,.config,1458,secret_injection,1703738632,dev_injector
client_secret.json,C:\Users\danielalexander\Documents\GitHub\config,.json,2310,secret_injection,1719376825,dev_injector
config.php,C:\Users\samanthahughes\source\repos,.php,894,secret_injection,1723138656,dev_injector
wp-config.php,C:\Users\kimberly51\source\repos\config,.php,2649,secret_injection,1716145801,dev_injector
web.config,\\wsl$\Ubuntu\home\deploy\backend,.config,541,secret_injection,1703533960,dev_injector
.env.example,C:\Users\steven93\source\repos,.example,2157,secret_injection,1724912950,dev_injector
config.php,C:\Users\brandon75\Dev\prox-t-chrome-extension,.php,1818,secret_injection,1690354091,dev_injector
settings.py,\\wsl$\Ubuntu\home\dev\backend,.py,483,secret_injection,1716374670,dev_injector
.env.test,C:\Users\ymora\AppData\Local,.test,472,secret_injection,1710834970,dev_injector
hibernate.cfg.xml,C:\Users\lbaker\Dev\social-login-rails,.xml,1845,secret_injection,1731906905,dev_injector
auth.json,C:\Users\qbrown\source\repos,.json,364,secret_injection,1720546417,dev_injector
database.yml,C:\Apps\Production\Jam\Jam,.yml,2007,secret_injection,1697545751,dev_injector
.env.test,C:\Users\gary29\AppData\Local\config,.test,1011,secret_injection,1728196322,dev_injector
.env.production,\\wsl$\Debian\home\dev\core,.production,2899,secret_injection,1734719617,dev_injector
settings.json,C:\Users\christopherlong\Documents\GitHub\config,.json,2902,secret_injection,1695141589,dev_injector
config.js,C:\Users\jacksonchad\source\repos,.js,2779,secret_injection,1695422254,dev_injector
config.py,C:\Users\denise23\Desktop\Code_Review,.py,616,secret_injection,1694504684,dev_injector
local_settings.py,C:\Users\ariel00\Dev\tvm-1,.py,3273,secret_injection,1713868157,dev_injector
database.php,C:\Users\fsherman\AppData\Local,.php,710,secret_injection,1696279227,dev_injector
settings.json,C:\Users\perezjohn\Documents\GitHub,.json,1692,secret_injection,1697179252,dev_injector
config.js,C:\Users\vfields\Documents\GitHub,.js,3417,secret_injection,1723815890,dev_injector
.env.local,C:\inetpub\wwwroot\SSISCookbook,.local,3673,secret_injection,1722199496,dev_injector
secrets.js,C:\Apps\Production\publify\publify_core,.js,2794,secret_injection,1689640576,dev_injector
.env.local,C:\Users\lunajeffrey\Desktop\Coding\config,.local,3694,secret_injection,1702878153,dev_injector
auth.json,C:\Users\melissa84\AppData\Local,.json,365,secret_injection,1730357672,dev_injector
.env,C:\Users\melissabarry\AppData\Local,.env,1336,secret_injection,1706636495,dev_injector
database.yml,C:\Users\atkinsstephanie\Desktop\Code_Review,.yml,1277,secret_injection,1701546830,dev_injector
kubeconfig.yaml,C:\Users\kelseybarnes\Desktop\Coding\config,.yaml,3727,secret_injection,1735348795,dev_injector
.env.production,C:\Users\hannahgonzalez\source\repos\config,.production,1659,secret_injection,1706806821,dev_injector
firebase.json,\\wsl$\Debian\home\dev\api,.json,3818,secret_injection,1702280141,dev_injector
nuget.config,C:\Users\david79\Desktop\Code_Review\config,.config,1083,secret_injection,1711100053,dev_injector
.env.test,C:\Users\jameshuerta\Documents\GitHub,.test,820,secret_injection,1716727586,dev_injector
.env.example,D:\Build_Artifacts\blog\v4.3\blog,.example,3967,secret_injection,1703768906,dev_injector
config.php,C:\Users\nancybaldwin\Dev\woo-nfe,.php,646,secret_injection,1704512062,dev_injector
kubeconfig.yaml,C:\Users\joshuawells\source\repos,.yaml,675,secret_injection,1732489421,dev_injector
config.py,C:\Work\Projects\Tip-Trip,.py,3380,secret_injection,1699735364,dev_injector
kubeconfig.yaml,C:\Users\thomasgibson\AppData\Local\config,.yaml,2612,secret_injection,1697276995,dev_injector
config.yml,C:\Users\gary29\Desktop\Coding,.yml,1626,secret_injection,1710113340,dev_injector
auth.json,Z:\Backups\Source_Code\feathers-filemaker_2023\test\config,.json,1472,secret_injection,1722992670,dev_injector
hibernate.cfg.xml,C:\Users\robertluna\source\repos,.xml,1333,secret_injection,1730138378,dev_injector
.env.test,C:\Users\root\OneDrive - Corp\Backups,.test,897,secret_injection,1722739564,dev_injector
wp-config.php,C:\Apps\Production\i18n-function\rest,.php,299,secret_injection,1723038306,dev_injector
ormconfig.js,C:\Program Files\Enterprise Apps\Subtext\src,.js,2194,secret_injection,1710776166,dev_injector
secrets.json,C:\Users\sward\source\repos\config,.json,1165,secret_injection,1723261929,dev_injector
kubeconfig.yaml,C:\Users\thomasgibson\Desktop\Coding,.yaml,693,secret_injection,1691868277,dev_injector
client_secret.json,C:\Users\randy25\Documents\GitHub\config,.json,2623,secret_injection,1701823057,dev_injector
database.json,C:\Users\anitajohnston\AppData\Local,.json,697,secret_injection,1724326190,dev_injector
.env,C:\Users\barbarajones\AppData\Local\config,.env,888,secret_injection,1704119415,dev_injector
wp-config.php,C:\Work\Projects\coq-bench.github.io\clean\config,.php,681,secret_injection,1726183661,dev_injector
.env.example,\\wsl$\Debian\home\config,.example,1617,secret_injection,1717240257,dev_injector
client_secret.json,C:\Users\bryantjulie\AppData\Local\config,.json,2262,secret_injection,1732777686,dev_injector
secrets.json,Z:\IT_Admin\Tools\RelationalSystemZ\doc,.json,3791,secret_injection,1703154902,dev_injector
secrets.py,C:\Users\hrobbins\Dev\resin,.py,2298,secret_injection,1708493830,dev_injector
database.php,C:\Users\calderontimothy\Desktop\Code_Review,.php,1566,secret_injection,1717329444,dev_injector
client_secret.json,\\wsl$\Debian\home\config,.json,2826,secret_injection,1710157855,dev_injector
database.yml,C:\Users\angelaanthony\Downloads\ion-master\config,.yml,514,secret_injection,1718193281,dev_injector
database.json,C:\Users\stephengonzalez\Dev\cimple,.json,3526,secret_injection,1698904520,dev_injector
ormconfig.js,C:\Users\pamelaserrano\Desktop\Coding,.js,1718,secret_injection,1712546805,dev_injector
config.py,C:\Jenkins\workspace\orsens_Build\include,.py,2761,secret_injection,1706017454,dev_injector
credentials.json,\\wsl$\Ubuntu\home\dev\backend,.json,2905,secret_injection,1727908225,dev_injector
.env,C:\Users\root\Documents\Audit_Logs,.env,2161,secret_injection,1710745685,dev_injector
.env.local,C:\Work\Projects\PortCityDefender\server,.local,1799,secret_injection,1694034644,dev_injector
.env.example,D:\Websites\LaurasLens\public_html\cache,.example,511,secret_injection,1691015263,dev_injector
database.yml,C:\Users\robertsonmichelle\Dev\OLR-3.0,.yml,2519,secret_injection,1718792398,dev_injector
web.config,C:\Users\pamelaserrano\source\repos,.config,3844,secret_injection,1696935988,dev_injector
.env.example,C:\Work\Projects\v8-dox.github.io\967cf97,.example,706,secret_injection,1694429580,dev_injector
