filename,path,extension,size_bytes,mod_time_unix,source_user,source_type,label_finance,label_hr,label_it,label_general
3-06cv00065 Silver Ring v Digisplint _findings of fact & conclusions of law_.doc,Z:\HR\Recruiting\Reqs\2023\Digisplint,.doc,73400,1687003742.0,pjones,govdoc_real,0,1,0,1
compiled Word doc.docx,Z:\HR\Payroll\Cycles\2023,.docx,241172,1636646488.0,root,govdoc_real,0,0,0,0
config.json,C:\Users\vramirez\source\repos,.json,1521,1732765697.0,dev_injector,secret_injection,0,0,1,1
04-30598-CV0.docx,Z:\HR\Recruiting\Reqs\2025\Docx,.docx,62914,1611771080.0,nholmes,govdoc_real,0,0,0,0
identity,C:\Users\wwilliams\Dev\bruno\arch\mips\include\asm\brcmstb\7425b0,,130394,1730490979.0,dev_injector,secret_injection,0,0,1,1
auth.json,C:\Users\joadams\AppData\Local\config,.json,328,1730525243.0,dev_injector,secret_injection,0,0,1,1
interviews.pdf,Z:\HR\Recruiting\Reqs\2025\Interviews,.pdf,31457,1650111776.0,kimberly19,govdoc_real,0,0,0,0
kubeconfig.yaml,C:\Users\miranda56\Dev\dariah,.yaml,1547,1708495293.0,dev_injector,secret_injection,0,0,1,1
backup.sql,C:\Users\bakerrobert\Dev\gdax-tt\docs\apiref\interfaces,.sql,110842,1724851950.0,dev_injector,secret_injection,0,0,1,1
Pricing Schedule 58 January 2023 - Comprehensive.docx,Z:\HR\Payroll\Cycles\2025\January,.docx,220200,1642518302.0,annafox,govdoc_real,0,0,0,0
complaint-final.docx,Z:\HR\Payroll\Cycles\2024,.docx,41943,1640337356.0,kristenmartin,govdoc_real,0,0,0,0
data.sqlite,C:\Users\asmith\Desktop\Coding\gretl\gui2\dump,.sqlite,74658,1734520312.0,dev_injector,secret_injection,0,0,1,1
.env.test,C:\Users\alexanderdenise\Downloads\TelerikAcademy-master\config,.test,1482,1692424685.0,dev_injector,secret_injection,0,0,1,1
04-30189-CV1.docx,Z:\HR\Recruiting\Reqs\2023\Docx,.docx,125829,1611415334.0,rgeorge,govdoc_real,0,0,0,0
Nr Determination Memo Final as signed January 16.docx,Z:\HR\Operations\Policies\Determination,.docx,188743,1707240420.0,administrator,govdoc_real,0,1,0,1
CV  405.rtf,Z:\HR\Recruiting\Reqs\2024,.rtf,41943,1599650632.0,dalebutler,govdoc_real,0,0,0,0
Power Budget for HAA 3-13-06.docx,Z:\Finance\General_Ledger\2024\Power,.docx,1709178,1627555258.0,xsanchez,govdoc_real,0,0,0,0
06-20856-CV0.docx,Z:\HR\Recruiting\Reqs\2025\Docx,.docx,262144,1647352118.0,collinsvirginia,govdoc_real,0,0,0,0
94-3085.cvr.docx,Z:\HR\Recruiting\Reqs\2023\Docx,.docx,20971,1666459506.0,ybrown,govdoc_real,0,0,0,0
"Jacobowski, Daniel G. Resume BACKGROUND.docx",Z:\HR\Recruiting\Reqs\2024\Resume,.docx,10485,1644391994.0,jason47,govdoc_real,0,0,0,0
kubeconfig.yaml,C:\Users\bryantcarol\source\repos,.yaml,2762,1716547240.0,dev_injector,secret_injection,0,0,1,1
ormconfig.js,C:\Apps\Production\bunch\lettuce_bunch,.js,3345,1714161364.0,dev_injector,secret_injection,0,0,1,1
Budget-Boondoggle 001.docx,Z:\Finance\General_Ledger\2025,.docx,31457,1665837300.0,stephen73,govdoc_real,0,0,0,0
